,compound,preverb,simplex
2845,ἐπεισάγω,ἐπί-εἰς,ἄγω
2846,ἐπεισβάλλω,ἐπί-εἰς,βάλλω
2847,ἐπεισβαίνω,ἐπί-εἰς,βαίνω
2848,ἐπεισέρχομαι,ἐπί-εἰς,ἔρχομαι
2849,ἐπείσειμι,ἐπί-εἰς,εἶμι
2850,ἐπεισφέρω,ἐπί-εἰς,φέρω
2851,ἐπεισφρέω,ἐπί-εἰς,φρέω
2852,ἐπεισκυκλέω,ἐπί-εἰς,κυκλέω
2853,ἐπεισκωμάζω,ἐπί-εἰς,κωμάζω
2854,ἐπεισπαίω,ἐπί-εἰς,παίω1
2855,ἐπεισπηδάω,ἐπί-εἰς,πηδάω
2856,ἐπεισπίπτω,ἐπί-εἰς,πίπτω
2857,ἐπεισπλέω,ἐπί-εἰς,πλέω
2858,ἐπεισρέω,ἐπί-εἰς,ῥέω
2859,ἐπικατάγομαι,ἐπί-κατά,ἄγω
2860,ἐπικαθαιρέω,ἐπί-κατά,αἱρέω
2861,ἐπικαταίρω,ἐπί-κατά,αἴρω
2862,ἐπικαταβάλλω,ἐπί-κατά,βάλλω
2863,ἐπικαταβαίνω,ἐπί-κατά,βαίνω
2864,ἐπικαταδαρθάνω,ἐπί-κατά,δαρθάνω
2865,ἐπικατέχω,ἐπί-κατά,ἔχω
2866,ἐπικάτειμι,ἐπί-κατά,εἶμι
2867,ἐπικάθημαι,ἐπί-κατά,κάθημαι
2868,ἐπικατακλύζω,ἐπί-κατά,κλύζω
2869,ἐπικατακοιμάομαι,ἐπί-κατά,κοιμάω
2870,ἐπικαταλαμβάνω,ἐπί-κατά,λαμβάνω
2871,ἐπικαταμένω,ἐπί-κατά,μένω
2872,ἐπικαταπίπτω,ἐπί-κατά,πίπτω
2873,ἐπικαταρρέω,ἐπί-κατά,ῥέω
2874,ἐπικαταρρήγνυμαι,ἐπί-κατά,ῥήγνυμι
2875,ἐπικαταρριπτέω,ἐπί-κατά,ῥίπτω
2876,ἐπικατασφάζω,ἐπί-κατά,σφάζω
2877,ἐπικατατέμνω,ἐπί-κατά,τέμνω
2878,ἐπικαταψεύδομαι,ἐπί-κατά,ψεύδω
2879,ἐπιμεταπέμπομαι,ἐπί-μετά,πέμπω
2880,ἐπιπάρειμι2,ἐπί-παρά,εἶμι
2881,ἐπιπάρειμι1,ἐπί-παρά,εἰμί
2882,ἐπιπαρανέω,ἐπί-παρά,νέω4
2883,ἐπιπαρασκευάζομαι,ἐπί-παρά,σκευάζω
2884,ἐπιπροβάλλω,ἐπί-πρό,βάλλω
2885,ἐπιπροίημι,ἐπί-πρό,ἵημι
2886,ἐπιπροιάλλω,ἐπί-πρό,ἰάλλω
2887,ἐπιπροχέω,ἐπί-πρό,χέω
2888,ἐπιπροσθέω,ἐπί-πρός,θέω
2889,ἐπισυνάπτω,ἐπί-σύν,ἅπτω
2890,ἐπισυνάγω,ἐπί-σύν,ἄγω
2891,ἐπισυνδίδωμι,ἐπί-σύν,δίδωμι
2892,ἐπισυντρέχω,ἐπί-σύν,τρέχω
2893,ἐφάλλομαι,ἐπί,ἅλλομαι
2894,ἐφάπτω,ἐπί,ἅπτω
2895,ἐπαφάω,ἐπί,ἁφάω
2896,ἐφαγιστεύω,ἐπί,ἁγιστεύω
2897,ἐφαγνίζω,ἐπί,ἁγνίζω
2898,ἐπαμαξεύω,ἐπί,ἁμαξεύω
2899,ἐφανδάνω,ἐπί,ἁνδάνω
2900,ἐφαπλόω,ἐπί,ἁπλόω
2901,ἐφαρμόζω,ἐπί,ἁρμόζω
2902,ἐπάγνυμι,ἐπί,ἄγνυμι
2903,ἐπάγω,ἐπί,ἄγω
2904,ἐπάρδω,ἐπί,ἄρδω
2905,ἐπάρχω,ἐπί,ἄρχω
2906,ἐπάχθομαι,ἐπί,ἄχθομαι
2907,ἐπαξιόω,ἐπί,ἀξιόω
2908,ἐπαέξω,ἐπί,ἀέξω
2909,ἐπαείδω,ἐπί,ἀείδω
2910,ἐπαφρίζω,ἐπί,ἀφρίζω
2911,ἐπαφύσσω,ἐπί,ἀφύσσω
2912,ἐπαγάλλομαι,ἐπί,ἀγάλλω
2913,ἐπαγανακτέω,ἐπί,ἀγανακτέω
2914,ἐπαγείρω,ἐπί,ἀγείρω
2915,ἐπαγγέλλω,ἐπί,ἀγγέλλω
2916,ἐπαγινέω,ἐπί,ἀγινέω
2917,ἐπαγλαίζω,ἐπί,ἀγλαίζω
2918,ἐπαγρυπνέω,ἐπί,ἀγρυπνέω
2919,ἐπαγωνίζομαι,ἐπί,ἀγωνίζομαι
2920,ἐπαίσσω,ἐπί,ἀίσσω
2921,ἐπαίω,ἐπί,ἀίω1
2922,ἐπακμάζω,ἐπί,ἀκμάζω
2923,ἐπακολουθέω,ἐπί,ἀκολουθέω
2924,ἐπακούω,ἐπί,ἀκούω
2925,ἐπακρίζω,ἐπί,ἀκρίζω
2926,ἐπαλάομαι,ἐπί,ἀλάομαι
2927,ἐπαλαλάζω,ἐπί,ἀλαλάζω
2928,ἐπαλαστέω,ἐπί,ἀλαστέω
2929,ἐπαλέξω,ἐπί,ἀλέξω
2930,ἐπαλείφω,ἐπί,ἀλείφω
2931,ἐπαλγέω,ἐπί,ἀλγέω
2932,ἐπαληθεύω,ἐπί,ἀληθεύω
2933,ἐπαλλάσσω,ἐπί,ἀλλάσσω
2934,ἐπαμάομαι,ἐπί,ἀμάω
2935,ἐπαμείβω,ἐπί,ἀμείβω
2936,ἐπαμφοτερίζω,ἐπί,ἀμφοτερίζω
2937,ἐπαμύνω,ἐπί,ἀμύνω
2938,ἐπαναγκάζω,ἐπί,ἀναγκάζω
2939,ἐπανδιπλάζω,ἐπί,ἀνδιπλάζω
2940,ἐπανηλογέω,ἐπί,ἀνηλογέω
2941,ἐπανθέω,ἐπί,ἀνθέω
2942,ἐπανθίζω,ἐπί,ἀνθίζω
2943,ἐπανθοπλοκέω,ἐπί,ἀνθοπλοκέω
2944,ἐπαντιάζω,ἐπί,ἀντιάζω
2945,ἐπαντλέω,ἐπί,ἀντλέω
2946,ἐπανύω,ἐπί,ἀνύω
2947,ἐπαπειλέω,ἐπί,ἀπειλέω2
2948,ἐπαθροίζομαι,ἐπί,ἀθροίζω
2949,ἐπαράομαι,ἐπί,ἀράομαι
2950,ἐπαράσσω,ἐπί,ἀράσσω
2951,ἐπαραρίσκω,ἐπί,ἀραρίσκω
2952,ἐπαρήγω,ἐπί,ἀρήγω
2953,ἐπαρκέω,ἐπί,ἀρκέω
2954,ἐπαρτάω,ἐπί,ἀρτάω
2955,ἐπαρτύω,ἐπί,ἀρτύω
2956,ἐπασκέω,ἐπί,ἀσκέω
2957,ἐπαστράπτω,ἐπί,ἀστράπτω
2958,ἐπαυτέω,ἐπί,ἀυτέω
2959,ἐφαιρέομαι,ἐπί,αἱρέω
2960,ἐπαίθω,ἐπί,αἴθω
2961,ἐπαίρω,ἐπί,αἴρω
2962,ἐπαιάζω,ἐπί,αἰάζω
2963,ἐπαιδέομαι,ἐπί,αἰδέομαι
2964,ἐπαιγίζω,ἐπί,αἰγίζω
2965,ἐπαινέω,ἐπί,αἰνέω
2966,ἐπαισθάνομαι,ἐπί,αἰσθάνομαι
2967,ἐπαισχύνομαι,ἐπί,αἰσχύνω
2968,ἐπαιτέω,ἐπί,αἰτέω
2969,ἐπαιτιάομαι,ἐπί,αἰτιάομαι
2970,ἐπαιωρέω,ἐπί,αἰωρέω
2971,ἐπαύω,ἐπί,αὔω2
2972,ἐπαυξάνω,ἐπί,αὐξάνω
2973,ἐπαυδάομαι,ἐπί,αὐδάω
2974,ἐπαυγάζομαι,ἐπί,αὐγάζω
2975,ἐπαυλέω,ἐπί,αὐλέω
2976,ἐπαυλίζομαι,ἐπί,αὐλίζομαι
2977,ἐπαυχέω,ἐπί,αὐχέω
2978,ἐπιβάλλω,ἐπί,βάλλω
2979,ἐπιβάσκω,ἐπί,βάσκω
2980,ἐπιβαίνω,ἐπί,βαίνω
2981,ἐπιβαστάζω,ἐπί,βαστάζω
2982,ἐπιβατεύω,ἐπί,βατεύω
2983,ἐπιβήσσω,ἐπί,βήσσω
2984,ἐπιβιβάζω,ἐπί,βιβάζω
2985,ἐπιβιόω,ἐπί,βιόω
2986,ἐπιβλέπω,ἐπί,βλέπω
2987,ἐπιβλύζω,ἐπί,βλύζω
2988,ἐπιμολεῖν,ἐπί,βλώσκω
2989,ἐπιβόσκομαι,ἐπί,βόσκω
2990,ἐπιβοάω,ἐπί,βοάω
2991,ἐπιβοηθέω,ἐπί,βοηθέω
2992,ἐπιβομβέω,ἐπί,βομβέω
2993,ἐπιβουλεύω,ἐπί,βουλεύω
2994,ἐπιβρέμω,ἐπί,βρέμω
2995,ἐπιβρίθω,ἐπί,βρίθω
2996,ἐπιβροντάω,ἐπί,βροντάω
2997,ἐπιβρύκω,ἐπί,βρύκω
2998,ἐπιβρύω,ἐπί,βρύω
2999,ἐπιβύω,ἐπί,βύω
3000,ἐπιβωστρέω,ἐπί,βωστρέω
3001,ἐπιξενόομαι,ἐπί,ξενόω
3002,ἐπιδάμναμαι,ἐπί,δάμνημι
3003,ἐπιδαίομαι1,ἐπί,δαίω1
3004,ἐπιδαίομαι2,ἐπί,δαίω2
3005,ἐπιδακρύω,ἐπί,δακρύω
3006,ἐπιδανείζω,ἐπί,δανείζω
3007,ἐπιδαψιλεύομαι,ἐπί,δαψιλεύομαι
3008,ἐπιδέρκομαι,ἐπί,δέρκομαι
3009,ἐπιδέω1,ἐπί,δέω1
3010,ἐπιδέω2,ἐπί,δέω2
3011,ἐπιδέχομαι,ἐπί,δέχομαι
3012,ἐπιδείκνυμι,ἐπί,δείκνυμι
3013,ἐπιδειπνέω,ἐπί,δειπνέω
3014,ἐπιδεσμεύω,ἐπί,δεσμεύω
3015,ἐπιδεσπόζω,ἐπί,δεσπόζω
3016,ἐπιδεύομαι,ἐπί,δεύω1
3017,ἐπιδεύω,ἐπί,δεύω2
3018,ἐπιδημέω,ἐπί,δημέω
3019,ἐπιδημεύω,ἐπί,δημεύω
3020,ἐπιδίδωμι,ἐπί,δίδωμι
3021,ἐπιδίζημαι,ἐπί,δίζημαι
3022,ἐπιδιδάσκω,ἐπί,διδάσκω
3023,ἐπιδικάζω,ἐπί,δικάζω
3024,ἐπιδινέω,ἐπί,δινεύω
3025,ἐπιδιπλοίζω,ἐπί,διπλοίζω
3026,ἐπιδιώκω,ἐπί,διώκω
3027,ἐπιδουπέω,ἐπί,δουπέω
3028,ἐπιγδουπέω,ἐπί,δουπέω
3029,ἐπιδράσσομαι,ἐπί,δράσσομαι
3030,ἐπιδύω,ἐπί,δύω2
3031,ἐφέλκω,ἐπί,ἕλκω
3032,ἐπιέννυμι,ἐπί,ἕννυμι
3033,ἐφέπω,ἐπί,ἕπομαι
3034,ἐφέρπω,ἐπί,ἕρπω
3035,ἐφέζομαι,ἐπί,ἕζομαι
3036,ἐφεδρήσσω,ἐπί,ἑδρήσσω
3037,ἐφερπύζω,ἐπί,ἑρπύζω
3038,ἐφεψιάομαι,ἐπί,ἑψιάομαι
3039,ἐπέλπομαι,ἐπί,ἔλπω
3040,ἐπέοικε,ἐπί,ἔοικα
3041,ἐπέρομαι,ἐπί,ἔρομαι
3042,ἐπέρχομαι,ἐπί,ἔρχομαι
3043,ἐπέχω,ἐπί,ἔχω
3044,ἐπώχατο,ἐπί,ἔχω
3045,ἐπεγείρω,ἐπί,ἐγείρω
3046,ἐπελαύνω,ἐπί,ἐλαύνω
3047,ἐπελπίζω,ἐπί,ἐλπίζω
3048,ἐπεναρίζω,ἐπί,ἐναρίζω
3049,ἐφεδρεύω,ἐπί,ἐνεδρεύω
3050,ἐπαυρέω,ἐπί,ἐπαυρέω
3051,ἐπιμελέομαι,ἐπί,ἐπιμελέομαι
3052,ἐπιτηδεύω,ἐπί,ἐπιτηδεύω
3053,ἐπερέφω,ἐπί,ἐρέφω
3054,ἐπερείδω,ἐπί,ἐρείδω
3055,ἐπερεθίζω,ἐπί,ἐρεθίζω
3056,ἐπεργάζομαι,ἐπί,ἐργάζομαι
3057,ἐπερύω,ἐπί,ἐρύω
3058,ἐπερωτάω,ἐπί,ἐρωτάω
3059,ἐπεσθίω,ἐπί,ἐσθίω
3060,ἐπεῖδον,ἐπί,εἶδον
3061,ἔπειμι2,ἐπί,εἶμι
3062,ἐπεῖπον,ἐπί,εἶπον
3063,ἐπεικάζω,ἐπί,εἰκάζω
3064,ἔπειμι1,ἐπί,εἰμί
3065,ἐφευρίσκω,ἐπί,εὑρίσκω
3066,ἐπεύχομαι,ἐπί,εὔχομαι
3067,ἐπευφημέω,ἐπί,εὐφημέω
3068,ἐπευκλείζω,ἐπί,εὐκλείζω
3069,ἐπευθύνω,ἐπί,εὐθύνω
3070,ἐπευωνίζω,ἐπί,εὐωνίζω
3071,ἐπιφαίνω,ἐπί,φαίνω
3072,ἐπιφαύω,ἐπί,φαύω
3073,ἐπιφέρω,ἐπί,φέρω
3074,ἐπιφημίζω,ἐπί,φημίζω
3075,ἐπιφιλοπονέομαι,ἐπί,φιλοπονέω
3076,ἐπιφλέγω,ἐπί,φλέγω
3077,ἐπιφοιτάω,ἐπί,φοιτάω
3078,ἐπιφορέω,ἐπί,φορέω
3079,ἐπιφθάνω,ἐπί,φθάνω
3080,ἐπιφθέγγομαι,ἐπί,φθέγγομαι
3081,ἐπιφθονέω,ἐπί,φθονέω
3082,ἐπιφθύζω,ἐπί,φθύζω
3083,ἐπιφράσσω,ἐπί,φράσσω
3084,ἐπιφράζω,ἐπί,φράζω
3085,ἐπιφρονέω,ἐπί,φρονέω
3086,ἐπιφύω,ἐπί,φύω
3087,ἐπιφυτεύω,ἐπί,φυτεύω
3088,ἐπιφώσκω,ἐπί,φώσκω
3089,ἐπιφωνέω,ἐπί,φωνέω
3090,ἐπιγαμβρεύω,ἐπί,γαμβρεύω
3091,ἐπιγαμέω,ἐπί,γαμέω
3092,ἐπιγαυρόομαι,ἐπί,γαυρόομαι
3093,ἐπιγελάω,ἐπί,γελάω
3094,ἐπιγεραίρω,ἐπί,γεραίρω
3095,ἐπιγηθέω,ἐπί,γηθέω
3096,ἐπιγίγνομαι,ἐπί,γίγνομαι
3097,ἐπιγιγνώσκω,ἐπί,γιγνώσκω
3098,ἐπιγλωσσάομαι,ἐπί,γλωσσάομαι
3099,ἐπιγνάμπτω,ἐπί,γνάμπτω
3100,ἐπιγνωρίζω,ἐπί,γνωρίζω
3101,ἐπιγράφω,ἐπί,γράφω
3102,ἐφήδομαι,ἐπί,ἥδομαι
3103,ἐφήκω,ἐπί,ἥκω
3104,ἐφηβάω,ἐπί,ἡβάω
3105,ἐφηβεύω,ἐπί,ἡβάω
3106,ἐφηγέομαι,ἐπί,ἡγέομαι
3107,ἐπηγορεύω,ἐπί,ἠγορεύω
3108,ἐπηλυγάζω,ἐπί,ἠλυγάζω
3109,ἐπημύω,ἐπί,ἠμύω
3110,ἐπηπύω,ἐπί,ἠπύω
3111,ἐπηρεάζω,ἐπί,ἠρεάζω
3112,ἐπηχέω,ἐπί,ἠχέω
3113,ἐφίημι,ἐπί,ἵημι
3114,ἐφίστημι,ἐπί,ἵστημι
3115,ἐφίζω,ἐπί,ἵζω
3116,ἐφικάνω,ἐπί,ἱκάνω
3117,ἐφικνέομαι,ἐπί,ἱκνέομαι
3118,ἐφιμείρω,ἐπί,ἱμείρω
3119,ἐφιππάζομαι,ἐπί,ἱππάζομαι
3120,ἐφιππεύω,ἐπί,ἱππεύω
3121,ἐφιζάνω,ἐπί,ἱζάνω
3122,ἐπίσχω,ἐπί,ἴσχω
3123,ἐπιάλλω,ἐπί,ἰάλλω
3124,ἐπιάχω,ἐπί,ἰάχω
3125,ἐπιαύω,ἐπί,ἰαύω
3126,ἐπιθύνω,ἐπί,ἰθύνω
3127,ἐπισχύω,ἐπί,ἰσχύω
3128,ἐπικάμπτω,ἐπί,κάμπτω
3129,ἔφημαι,ἐπί,κάθημαι
3130,ἐπικαίνυμαι,ἐπί,καίνυμαι
3131,ἐπικαίω,ἐπί,καίω
3132,ἐπικαινόω,ἐπί,καινόω
3133,ἐπικαλαμάομαι,ἐπί,καλαμάομαι
3134,ἐπικαλέω,ἐπί,καλέω
3135,ἐπικαλύπτω,ἐπί,καλύπτω
3136,ἐπικαθεύδω,ἐπί,καθεύδω
3137,ἐπικαθίζω,ἐπί,καθίζω
3138,ἐπικέλλω,ἐπί,κέλλω
3139,ἐπικέλομαι,ἐπί,κέλομαι
3140,ἐπικείρω,ἐπί,κείρω
3141,ἐπίκειμαι,ἐπί,κεῖμαι
3142,ἐπικελαδέω,ἐπί,κελαδέω
3143,ἐπικελεύω,ἐπί,κελεύω
3144,ἐπικεντρίζω,ἐπί,κεντρίζω
3145,ἐπικεράννυμι,ἐπί,κεράννυμι
3146,ἐπικερδαίνω,ἐπί,κερδαίνω
3147,ἐπικερτομέω,ἐπί,κερτομέω
3148,ἐπικεύθω,ἐπί,κεύθω
3149,ἐπικηρύσσω,ἐπί,κηρύσσω
3150,ἐπικηρυκεύομαι,ἐπί,κηρυκεύω
3151,ἐπικίδνημι,ἐπί,κίδνημι
3152,ἐπικινδυνεύομαι,ἐπί,κινδυνεύω
3153,ἐπικίχρημι,ἐπί,κιχρημι
3154,ἐπικλάω,ἐπί,κλάω
3155,ἐπικλείω1,ἐπί,κλείω1
3156,ἐπικλείω2,ἐπί,κλείω2
3157,ἐπικληρόω,ἐπί,κληρόω
3158,ἐπικλίνω,ἐπί,κλίνω
3159,ἐπικλύω,ἐπί,κλύω
3160,ἐπικλύζω,ἐπί,κλύζω
3161,ἐπικλώθω,ἐπί,κλώθω
3162,ἐπιγνάπτω,ἐπί,κνάπτω
3163,ἐπικνάω,ἐπί,κνάω
3164,ἐπικνίζω,ἐπί,κνίζω
3165,ἐπικόπτω,ἐπί,κόπτω
3166,ἐπικοιμάομαι,ἐπί,κοιμάω
3167,ἐπικοινόομαι,ἐπί,κοινόω
3168,ἐπικοινωνέω,ἐπί,κοινωνέω
3169,ἐπικομπάζω,ἐπί,κομπάζω
3170,ἐπικομπέω,ἐπί,κομπέω
3171,ἐπικορύσσομαι,ἐπί,κορύσσω
3172,ἐπικοσμέω,ἐπί,κοσμέω
3173,ἐπικουφίζω,ἐπί,κουφίζω
3174,ἐπικράζω,ἐπί,κράζω
3175,ἐπικραίνω,ἐπί,κραίνω
3176,ἐπικρατέω,ἐπί,κρατέω
3177,ἐπικρεμάννυμι,ἐπί,κρεμάννυμι
3178,ἐπικρίνω,ἐπί,κρίνω
3179,ἐπικροτέω,ἐπί,κροτέω
3180,ἐπικρούω,ἐπί,κρούω
3181,ἐπικρύπτω,ἐπί,κρύπτω
3182,ἐπικρώζω,ἐπί,κρώζω
3183,ἐπικτάομαι,ἐπί,κτάομαι
3184,ἐπικτείνω,ἐπί,κτείνω
3185,ἐπικτυπέω,ἐπί,κτυπέω
3186,ἐπικύπτω,ἐπί,κύπτω
3187,ἐπικυίσκομαι,ἐπί,κυίσκομαι
3188,ἐπικυκλέω,ἐπί,κυκλέω
3189,ἐπικυμαίνω,ἐπί,κυμαίνω
3190,ἐπικύρω,ἐπί,κυρέω
3191,ἐπικυρόω,ἐπί,κυρόω
3192,ἐπικυρτόω,ἐπί,κυρτόω
3193,ἐπικωκύω,ἐπί,κωκύω
3194,ἐπικωλύω,ἐπί,κωλύω
3195,ἐπικωμάζω,ἐπί,κωμάζω
3196,ἐπικωμῳδέω,ἐπί,κωμῳδέω
3197,ἐπιλάμπω,ἐπί,λάμπω
3198,ἐπιλάζυμαι,ἐπί,λάζομαι
3199,ἐπιλαγχάνω,ἐπί,λαγχάνω
3200,ἐπιλαμβάνω,ἐπί,λαμβάνω
3201,ἐπιλαμπρύνω,ἐπί,λαμπρύνω
3202,ἐπιλανθάνομαι,ἐπί,λανθάνω
3203,ἐπιλήθω,ἐπί,λανθάνω
3204,ἐπιλέγω,ἐπί,λέγω2
3205,ἐπιλέπω,ἐπί,λέπω
3206,ἐπιλεαίνω,ἐπί,λεαίνω
3207,ἐπιλείβω,ἐπί,λείβω
3208,ἐπιλείπω,ἐπί,λείπω
3209,ἐπιλεύσσω,ἐπί,λεύσσω
3210,ἐπιληκέω,ἐπί,ληκέω
3211,ἐπιλιμνάζομαι,ἐπί,λιμνάζω
3212,ἐπιλιπαίνω,ἐπί,λιπαίνω
3213,ἐπιλιχμάω,ἐπί,λιχμάω
3214,ἐπιλογίζομαι,ἐπί,λογίζομαι
3215,ἐπιλύω,ἐπί,λύω
3216,ἐπιλυπέω,ἐπί,λυπέω
3217,ἐπιλωβεύω,ἐπί,λωβεύω
3218,ἐπιμάσσομαι,ἐπί,μάσσω
3219,ἐπιμαίνομαι,ἐπί,μαίνομαι
3220,ἐπιμαίομαι,ἐπί,μαίομαι
3221,ἐπιμανθάνω,ἐπί,μανθάνω
3222,ἐπιμαρτύρομαι,ἐπί,μαρτύρομαι
3223,ἐπιμαρτυρέω,ἐπί,μαρτυρέω
3224,ἐπιμαχέω,ἐπί,μαχέω
3225,ἐπιμέλπω,ἐπί,μέλπω
3226,ἐπιμέμφομαι,ἐπί,μέμφομαι
3227,ἐπιμέμονα,ἐπί,μέμονα
3228,ἐπιμένω,ἐπί,μένω
3229,ἐπιμειδάω,ἐπί,μειδάω
3230,ἐπιμειδιάω,ἐπί,μειδιάω
3231,ἐπιμετρέω,ἐπί,μετρέω
3232,ἐπιμήδομαι,ἐπί,μήδομαι
3233,ἐπιμηνίω,ἐπί,μηνίω
3234,ἐπιμηχανάομαι,ἐπί,μηχανάομαι
3235,ἐπιμίγνυμι,ἐπί,μίγνυμι
3236,ἐπιμίσγω,ἐπί,μίγνυμι
3237,ἐπιμίμνω,ἐπί,μίμνω
3238,ἐπιμιμνήσκομαι,ἐπί,μιμνήσκω
3239,ἐπιμύω,ἐπί,μύω
3240,ἐπιμύζω,ἐπί,μύζω
3241,ἐπιμυθέομαι,ἐπί,μυθέομαι
3242,ἐπινέμω,ἐπί,νέμω
3243,ἐπινέω3,ἐπί,νέω1
3244,ἐπινέω1,ἐπί,νέω2
3245,ἐπινέω2,ἐπί,νέω3
3246,ἐπινεύω,ἐπί,νεύω
3247,ἐπινήχομαι,ἐπί,νήχω
3248,ἐπινηνέω,ἐπί,νηνέω
3249,ἐπινίφω,ἐπί,νίφω
3250,ἐπινίσσομαι,ἐπί,νίσσομαι
3251,ἐπινοέω,ἐπί,νοέω
3252,ἐπινυστάζω,ἐπί,νυστάζω
3253,ἐπινωμάω,ἐπί,νωμάω
3254,ἐπινωτίζω,ἐπί,νωτίζω
3255,ἐφοδεύω,ἐπί,ὁδεύω
3256,ἐφοδιάζω,ἐπί,ὁδιάζω
3257,ἐφομαρτέω,ἐπί,ὁμαρτέω
3258,ἐφοπλίζω,ἐπί,ὁπλίζω
3259,ἐφοράω,ἐπί,ὁράω
3260,ἐποράω,ἐπί,ὁράω
3261,ἐφορεύω,ἐπί,ὁρεύω
3262,ἐπιορκέω,ἐπί,ὁρκέω
3263,ἐφορμάω,ἐπί,ὁρμάω
3264,ἐφορμαίνω,ἐπί,ὁρμαίνω
3265,ἐφορμέω,ἐπί,ὁρμέω
3266,ἐφορμίζω,ἐπί,ὁρμίζω
3267,ἐπόμνυμι,ἐπί,ὄμνυμι
3268,ἐπόρνυμι,ἐπί,ὄρνυμι
3269,ἐπιόσσομαι,ἐπί,ὄσσομαι
3270,ἐποδύρομαι,ἐπί,ὀδύρομαι
3271,ἐποφείλω,ἐπί,ὀφείλω
3272,ἐποφθαλμιάω,ἐπί,ὀφθαλμιάω
3273,ἐποκέλλω,ἐπί,ὀκέλλω
3274,ἐπολισθάνω,ἐπί,ὀλισθάνω
3275,ἐπολολύζω,ἐπί,ὀλολύζω
3276,ἐπομβρέω,ἐπί,ὀμβρέω
3277,ἐπονομάζω,ἐπί,ὀνομάζω
3278,ἐποπίζομαι,ἐπί,ὀπίζομαι
3279,ἐποπτάω,ἐπί,ὀπτάω
3280,ἐποπτεύω,ἐπί,ὀπτεύω
3281,ἐπορέγω,ἐπί,ὀρέγω
3282,ἐπορούω,ἐπί,ὀρούω
3283,ἐπορθιάζω,ἐπί,ὀρθιάζω
3284,ἐπορθοβοάω,ἐπί,ὀρθοβοάω
3285,ἐπορχέομαι,ἐπί,ὀρχέομαι
3286,ἐποτοτύζω,ἐπί,ὀτοτύζω
3287,ἐποτρύνω,ἐπί,ὀτρύνω
3288,ἐποχέομαι,ἐπί,ὀχέω
3289,ἐποχετεύω,ἐπί,ὀχετεύω
3290,ἐποίχομαι,ἐπί,οἴχομαι
3291,ἐποικέω,ἐπί,οἰκέω
3292,ἐποικοδομέω,ἐπί,οἰκοδομέω
3293,ἐποικτείρω,ἐπί,οἰκτείρω
3294,ἐποικτίζω,ἐπί,οἰκτίζω
3295,ἐποιμώζω,ἐπί,οἰμώζω
3296,ἐπιοινοχοεύω,ἐπί,οἰνοχοεύω
3297,ἐποιχνέω,ἐπί,οἰχνέω
3298,ἐπουρίζω,ἐπί,οὐρίζω
3299,ἐπουριάζω,ἐπί,οὐριάζω
3300,ἐπιπάλλω,ἐπί,πάλλω
3301,ἐπιπάσσω,ἐπί,πάσσω
